intent,example
雑談,えーとですね、雨すごいですね
雑談,今日いる子さん人気なんですか
雑談,大盛りです、ちょっと緊張してます
雑談,すいません、遅くまで大変ですね
雑談,最寄りの近くで飲んでます
雑談,入口の近くで飲んでます
雑談,初回コースって人気なんですね
雑談,120分って人気なんですね
雑談,ちょっと、電話つながってよかった
雑談,このあとまで仕事でした
雑談,前にも行ったんですけど、今日暑いですね
雑談,今日はゆっくりしたいです
雑談,今いいですか、本町って人多いですね
雑談,お店の近くで飲んでます
雑談,明日の昼なのにまだ忙しいですか
雑談,1時間後って混みますよね
雑談,ちょっと、本町って人多いですね
雑談,急でごめん、本町って人多いですね
雑談,22時前って混みますよね
雑談,前にも行ったんですけど、今混んでます？
雑談,出先なんですけど、今日忙しいですか？
雑談,話しやすい人さん人気なんですか
雑談,今からまで仕事でした
雑談,急でごめん、今混んでます？
雑談,ちょっと酔ってるんだけど、雨すごいですね
雑談,お店あたり今人多いですね
雑談,23時って混みますよね
雑談,19時まで仕事でした
雑談,電波悪いかもですけど、遅くまで大変ですね
雑談,友達が良かったって言ってました
雑談,飲んでてすみません、本町って人多いですね
雑談,あー、今混んでます？
雑談,新人さんさん人気なんですか
雑談,平日の夜まで仕事でした
雑談,明日の昼まで仕事でした
雑談,1時間後まで仕事でした
雑談,初めてでちょっと緊張してます
雑談,今混んでます？
雑談,あー、電話つながってよかった
雑談,さっき電話した者ですけど、遅くまで大変ですね
雑談,さっき電話した者ですけど、今混んでます？
雑談,最寄りあたり今人多いですね
雑談,もしもし、遅くまで大変ですね
雑談,佐藤です、ちょっと緊張してます
雑談,ちょっと酔ってるんだけど、今日暑いですね
雑談,お兄さん、電話つながってよかった
雑談,仕事終わりなんですけど、今日忙しいですか？
雑談,夕方まで仕事でした
雑談,ベテランの方さん人気なんですか
雑談,仕事終わりなんですけど、遅くまで大変ですね
雑談,葵さんさん人気なんですか
雑談,21時くらいって混みますよね
雑談,このあとって混みますよね
雑談,一番安いやつって人気なんですね
雑談,電波悪いかもですけど、電話つながってよかった
雑談,出先なんですけど、遅くまで大変ですね
雑談,初めてなんですけど、電話つながってよかった
雑談,ちょっと、今日暑いですね
雑談,初めてなんですけど、遅くまで大変ですね
雑談,10分歩いて疲れました
雑談,ロングって人気なんですね
雑談,夕方って混みますよね
雑談,すいません、今日忙しいですか？
雑談,週末まで仕事でした
雑談,初めてなんですけど、今日暑いですね
雑談,今いいですか、今混んでます？
雑談,今日まで仕事でした
雑談,悪いんだけど、本町って人多いですね
雑談,あの、遅くまで大変ですね
雑談,えーとですね、今混んでます？
雑談,1時間歩いて疲れました
雑談,山田さんが良かったって言ってました
雑談,電波悪いかもですけど、本町って人多いですね
雑談,雨すごいわ
雑談,道順あたり今人多いですね
雑談,前にも行ったんですけど、遅くまで大変ですね
雑談,日曜まで仕事でした
雑談,初めてなんですけど、本町って人多いですね
雑談,すみません、遅くまで大変ですね
雑談,えーとですね、本町って人多いですね
雑談,電波悪いかもですけど、今日忙しいですか？
雑談,短いやつって人気なんですね
雑談,今晩って混みますよね
雑談,入口あたり今人多いですね
雑談,初めてなんですけど、雨すごいですね
雑談,仕事終わりまで仕事でした
クレーム,電話が全然つながらないんですけど
クレーム,出先なんですけど、予約時間が違ってます
クレーム,もしもし、案内が遅すぎます
クレーム,住所の案内が分からないです
クレーム,ちょっと、案内が遅すぎます
クレーム,急でごめん、予約入ってないって言われました
クレーム,電波悪いかもですけど、料金が聞いてたのと違います
クレーム,前にも行ったんですけど、料金が聞いてたのと違います
クレーム,もしもし、予約時間が違ってます
クレーム,小林で予約してるんですが折り返しがない
クレーム,すみません、連絡が来ないんですけど
クレーム,40分待ってます
クレーム,大盛りで予約してるんですが連絡が来ない
クレーム,えーとですね、電話が全然つながらないんですけど
クレーム,あー、料金が聞いてたのと違います
クレーム,案内遅いわ
クレーム,お兄さん、電話が全然つながらないんですけど
クレーム,仕事終わりなんですけど、キャンセルしたのに通知が来ます
クレーム,さっき電話した者ですけど、料金が聞いてたのと違います
クレーム,さっき電話した者ですけど、連絡が来ないんですけど
クレーム,落ち着いた人で予約したのに違うんですけど
クレーム,さっき電話した者ですけど、キャンセルしたのに通知が来ます
クレーム,電波悪いかもですけど、連絡が来ないんですけど
クレーム,少し待ってます
クレーム,あー、連絡が来ないんですけど
クレーム,前の部屋って聞いてないです
クレーム,予約が入ってないんですけど
クレーム,あの、案内が遅すぎます
クレーム,時間がずれてるんですけど
クレーム,急でごめん、予約時間が違ってます
クレーム,出先なんですけど、案内が遅すぎます
クレーム,今いいですか、連絡が来ないんですけど
クレーム,初めてなんですけど、折り返しがないです
クレーム,今日いる子で予約したのに違うんですけど
クレーム,すみません、場所の案内が分かりにくいです
クレーム,もしもし、料金が聞いてたのと違います
クレーム,入口の案内が分からないです
クレーム,すみません、予約時間が違ってます
クレーム,いつもの部屋って聞いてないです
クレーム,折り返しがないです
クレーム,もしもし、折り返しがないです
クレーム,えっと、予約時間が違ってます
クレーム,予約時間が違ってます
クレーム,初めてなんですけど、案内が遅すぎます
クレーム,予約入ってへんって何なん？
クレーム,飲んでてすみません、料金が聞いてたのと違います
クレーム,悪いんだけど、折り返しがないです
クレーム,場所が分からないんですけど
クレーム,下4桁4404に連絡が来てないです
クレーム,kanaさんで予約したのに違うんですけど
クレーム,ちょっと酔ってるんだけど、予約時間が違ってます
クレーム,23時の予約で料金が違うです
クレーム,地図の案内が分からないです
クレーム,急でごめん、場所の案内が分かりにくいです
クレーム,料金が違うんですけど
クレーム,すいません、折り返しがないです
クレーム,ちょっと、連絡が来ないんですけど
クレーム,えっと、折り返しがないです
クレーム,常連の人から聞いた内容と違います
クレーム,キャンセルしたのに通知が来ます
クレーム,初回コースの料金が違います
クレーム,前にも行ったんですけど、電話が全然つながらないんですけど
クレーム,普通のコースの料金が違います
クレーム,前にも行ったんですけど、連絡が来ないんですけど
クレーム,急でごめん、料金が聞いてたのと違います
クレーム,10分待ってます
クレーム,マンションの案内が分からないです
クレーム,仕事終わりなんですけど、予約入ってないって言われました
クレーム,ちょっと酔ってるんだけど、電話が全然つながらないんですけど
クレーム,すいません、料金が聞いてたのと違います
クレーム,あの、電話が全然つながらないんですけど
クレーム,あの、折り返しがないです
クレーム,えっと、電話が全然つながらないんですけど
クレーム,このあとの予約で料金が違うです
クレーム,あの、予約入ってないって言われました
クレーム,場所の案内が分からないです
クレーム,電波悪いかもですけど、キャンセルしたのに通知が来ます
クレーム,すいません、電話が全然つながらないんですけど
クレーム,ちょっと困るわ
クレーム,飲んでてすみません、予約時間が違ってます
クレーム,終電前の予約で場所が分からないです
クレーム,深夜の予約で部屋が違うです
クレーム,明日の昼の予約で案内が遅いです
クレーム,120分の料金が違います
クレーム,電話つながらんのやけど
クレーム,出先なんですけど、折り返しがないです
クレーム,すいません、予約時間が違ってます
クレーム,ちょっと、予約入ってないって言われました
クレーム,話しやすい人で予約したのに違うんですけど
クレーム,21時くらいの予約で電話がつながらないです
クレーム,一番安いやつの料金が違います
クレーム,悪いんだけど、場所の案内が分かりにくいです
クレーム,前にも行ったんですけど、案内が遅すぎます
クレーム,料金が聞いてたのと違います
クレーム,えっと、連絡が来ないんですけど
クレーム,この番号に連絡が来てないです
クレーム,202って聞いてないです
クレーム,会社の先輩から聞いた内容と違います
クレーム,お兄さん、予約時間が違ってます
クレーム,すみません、電話が全然つながらないんですけど
クレーム,いやさっき言いましたよね
クレーム,20分待ってます
クレーム,お兄さん、料金が聞いてたのと違います
クレーム,もしもし、キャンセルしたのに通知が来ます
クレーム,ちょっと納得いかないです
クレーム,飲み屋の人から聞いた内容と違います
クレーム,1時間待ってます
クレーム,電波悪いかもですけど、予約入ってないって言われました
クレーム,前田で予約してるんですが部屋が違う
クレーム,同僚から聞いた内容と違います
クレーム,えーとですね、連絡が来ないんですけど
クレーム,出先なんですけど、場所の案内が分かりにくいです
クレーム,出先なんですけど、料金が聞いてたのと違います
クレーム,ちょっと酔ってるんだけど、案内が遅すぎます
クレーム,さっき電話した者ですけど、折り返しがないです
クレーム,本町の案内が分からないです
クレーム,飲んでてすみません、案内が遅すぎます
クレーム,今いいですか、料金が聞いてたのと違います
クレーム,出先なんですけど、連絡が来ないんですけど
クレーム,仕事終わりなんですけど、場所の案内が分かりにくいです
クレーム,お兄さん、予約入ってないって言われました
クレーム,初めてなんですけど、予約入ってないって言われました
クレーム,あー、場所の案内が分かりにくいです
クレーム,30分待ってます
クレーム,連絡が来ないんですけど
クレーム,案内が遅すぎます
クレーム,伊藤で予約してるんですが担当が違う
クレーム,飲んでてすみません、折り返しがないです
クレーム,すいません、場所の案内が分かりにくいです
クレーム,もしもし、電話が全然つながらないんですけど
クレーム,SMSが届かないです
クレーム,303って聞いてないです
クレーム,電波悪いかもですけど、案内が遅すぎます
クレーム,知り合いから聞いた内容と違います
クレーム,電話で言った内容と違います
クレーム,えーとですね、キャンセルしたのに通知が来ます
クレーム,二重で予約されてませんか
クレーム,仕事終わりなんですけど、料金が聞いてたのと違います
クレーム,酔ってるけどこれは違うと思う
クレーム,案内が遅いんですけど
クレーム,えっと、予約入ってないって言われました
クレーム,担当が違うって聞いてません
クレーム,お兄さん、連絡が来ないんですけど
クレーム,悪いんだけど、連絡が来ないんですけど
クレーム,飲んでてすみません、場所の案内が分かりにくいです
クレーム,あー、電話が全然つながらないんですけど
クレーム,ちょっと、折り返しがないです
クレーム,場所の案内が分かりにくいです
クレーム,今いいですか、電話が全然つながらないんですけど
クレーム,60分の料金が違います
クレーム,ちょっと酔ってるんだけど、キャンセルしたのに通知が来ます
クレーム,えっと、案内が遅すぎます
クレーム,電波悪いかもですけど、場所の案内が分かりにくいです
クレーム,悪いんだけど、案内が遅すぎます
クレーム,080の番号に連絡が来てないです
クレーム,もしもし、連絡が来ないんですけど
クレーム,飲んでてすみません、キャンセルしたのに通知が来ます
クレーム,高橋で予約してるんですが案内が遅い
クレーム,部屋が違うんですけど
クレーム,電波悪いかもですけど、予約時間が違ってます
クレーム,電話がつながらないんですけど
クレーム,ちょっと、場所の案内が分かりにくいです
クレーム,携帯に連絡が来てないです
クレーム,飲んでてすみません、電話が全然つながらないんですけど
クレーム,名前間違ってます
クレーム,もう一回確認してください
クレーム,初めてなんですけど、料金が聞いてたのと違います
クレーム,登録してる番号に連絡が来てないです
クレーム,お兄さん、場所の案内が分かりにくいです
クレーム,落ち着いて話したいんですけど
クレーム,初めてなんですけど、キャンセルしたのに通知が来ます
クレーム,今からの予約で予約が入ってないです
クレーム,悪いんだけど、予約時間が違ってます
クレーム,今晩の予約で場所が分からないです
クレーム,えーとですね、料金が聞いてたのと違います
クレーム,初めてなんですけど、連絡が来ないんですけど
クレーム,夕方の予約で時間がずれてるです
クレーム,前に来た友人から聞いた内容と違います
クレーム,おすすめのコースの料金が違います
クレーム,初めてなんですけど、予約時間が違ってます
クレーム,前にも行ったんですけど、予約時間が違ってます
クレーム,今日の予約で電話がつながらないです
クレーム,今いいですか、予約入ってないって言われました
クレーム,友達から聞いた内容と違います
クレーム,仕事終わりなんですけど、案内が遅すぎます
クレーム,佐藤で予約してるんですが電話がつながらない
クレーム,夜の予約で案内が遅いです
クレーム,折り返しがないんですけど
クレーム,22時前の予約で予約が入ってないです
クレーム,もしもし、場所の案内が分かりにくいです
クレーム,悪いんだけど、料金が聞いてたのと違います
クレーム,今いいですか、折り返しがないです
クレーム,紹介してくれた人から聞いた内容と違います
クレーム,あー、予約入ってないって言われました
クレーム,前にも行ったんですけど、キャンセルしたのに通知が来ます
クレーム,あの、キャンセルしたのに通知が来ます
クレーム,すみません、折り返しがないです
クレーム,今いいですか、案内が遅すぎます
クレーム,えっと、キャンセルしたのに通知が来ます
クレーム,仕事終わりなんですけど、電話が全然つながらないんですけど
クレーム,すいません、連絡が来ないんですけど
クレーム,最寄りの案内が分からないです
クレーム,20時の予約で折り返しがないです
クレーム,急でごめん、電話が全然つながらないんですけど
クレーム,あー、キャンセルしたのに通知が来ます
クレーム,ちょっと、料金が聞いてたのと違います
クレーム,飲んでてすみません、予約入ってないって言われました
クレーム,玲奈さんで予約したのに違うんですけど
クレーム,葵さんで予約したのに違うんですけど
クレーム,今いいですか、場所の案内が分かりにくいです
クレーム,急でごめん、案内が遅すぎます
クレーム,担当が違うんですけど
クレーム,予約したのに待たされてます
クレーム,もしもし、予約入ってないって言われました
クレーム,平日の夜の予約で担当が違うです
クレーム,お店の案内が分からないです
クレーム,あの、場所の案内が分かりにくいです
クレーム,料金違うやん
クレーム,新人さんで予約したのに違うんですけど
クレーム,さっき電話した者ですけど、予約入ってないって言われました
クレーム,駅からの案内が分からないです
クレーム,前と同じ番号に連絡が来てないです
クレーム,急でごめん、キャンセルしたのに通知が来ます
クレーム,田中で予約してるんですが予約が入ってない
クレーム,ちょっと、予約時間が違ってます
クレーム,すいません、予約入ってないって言われました
クレーム,すいません、案内が遅すぎます
クレーム,さっき電話した者ですけど、案内が遅すぎます
クレーム,前にも行ったんですけど、予約入ってないって言われました
クレーム,2時間待ってます
クレーム,ちょっと、電話が全然つながらないんですけど
クレーム,1時間後の予約で折り返しがないです
クレーム,えーとですね、場所の案内が分かりにくいです
クレーム,すみません、料金が聞いてたのと違います
クレーム,予約入ってないって言われました
クレーム,初めてなんですけど、場所の案内が分かりにくいです
クレーム,仕事終わりなんですけど、予約時間が違ってます
クレーム,出先なんですけど、キャンセルしたのに通知が来ます
クレーム,週末の予約で時間がずれてるです
クレーム,さっき電話した者ですけど、予約時間が違ってます
クレーム,電波悪いかもですけど、電話が全然つながらないんですけど
クレーム,出先なんですけど、電話が全然つながらないんですけど
クレーム,19時の予約で担当が違うです
クレーム,仕事終わりなんですけど、連絡が来ないんですけど
クレーム,山田で予約してるんですが料金が違う
クレーム,ちょっと、キャンセルしたのに通知が来ます
クレーム,ちょっと酔ってるんだけど、予約入ってないって言われました
クレーム,ちょっと酔ってるんだけど、料金が聞いてたのと違います
クレーム,えーとですね、予約時間が違ってます
クレーム,あの、連絡が来ないんですけど
クレーム,さっき電話した者ですけど、場所の案内が分かりにくいです
クレーム,日曜の予約で部屋が違うです
クレーム,出先なんですけど、予約入ってないって言われました
クレーム,仕事終わりの予約で連絡が来ないです
クレーム,15分待ってます
クレーム,あー、予約時間が違ってます
クレーム,悪いんだけど、予約入ってないって言われました
クレーム,えーとですね、案内が遅すぎます
クレーム,えーとですね、予約入ってないって言われました
クレーム,今いいですか、予約時間が違ってます
クレーム,佐藤さんから聞いた内容と違います
クレーム,お兄さん、キャンセルしたのに通知が来ます
クレーム,すみません、予約入ってないって言われました
クレーム,あの、予約時間が違ってます
クレーム,今いいですか、キャンセルしたのに通知が来ます
クレーム,山田さんから聞いた内容と違います
クレーム,急でごめん、連絡が来ないんですけど
クレーム,えっと、料金が聞いてたのと違います
クレーム,すみません、案内が遅すぎます
クレーム,中村で予約してるんですが時間がずれてる
クレーム,悪いんだけど、キャンセルしたのに通知が来ます
クレーム,明日の夜の予約で連絡が来ないです
クレーム,前にも行ったんですけど、場所の案内が分かりにくいです
クレーム,ロングの料金が違います
クレーム,仕事終わりなんですけど、折り返しがないです
クレーム,あの、料金が聞いてたのと違います
クレーム,お兄さん、案内が遅すぎます
クレーム,スタンダードの料金が違います
クレーム,すみません、キャンセルしたのに通知が来ます
クレーム,えっと、場所の案内が分かりにくいです
クレーム,道順の案内が分からないです
クレーム,070の番号に連絡が来てないです
クレーム,前にも行ったんですけど、折り返しがないです
クレーム,悪いんだけど、電話が全然つながらないんですけど
クレーム,ちょっと酔ってるんだけど、場所の案内が分かりにくいです
クレーム,鈴木で予約してるんですが場所が分からない
クレーム,時間短くないですか
クレーム,美咲さんで予約したのに違うんですけど
クレーム,飲んでてすみません、連絡が来ないんですけど
クレーム,ちょっと酔ってるんだけど、連絡が来ないんですけど
クレーム,初めてなんですけど、電話が全然つながらないんですけど
クレーム,短いやつの料金が違います
クレーム,さっきの対応が雑でした
クレーム,90分の料金が違います
クレーム,101って聞いてないです
クレーム,さっき電話した者ですけど、電話が全然つながらないんですけど
クレーム,すいません、キャンセルしたのに通知が来ます
クレーム,あー、案内が遅すぎます
クレーム,前に入った子で予約したのに違うんですけど
クレーム,ベテランの方で予約したのに違うんですけど
聞き取れなかった時の返答,えっと、ちょっと外がうるさいです
聞き取れなかった時の返答,いや、田中じゃなくて佐藤です
聞き取れなかった時の返答,ゆっくり言いますね
聞き取れなかった時の返答,鈴木じゃなくて佐藤です
聞き取れなかった時の返答,080の番号です、聞こえますか
聞き取れなかった時の返答,前に入った子です、指名の名前です
聞き取れなかった時の返答,すいません、ゆっくり言いますね
聞き取れなかった時の返答,20時です、20時でお願いします
聞き取れなかった時の返答,飲んでてすみません、もう一度お願いします
聞き取れなかった時の返答,今いいですか、もう一度お願いします
聞き取れなかった時の返答,マンションの話です
聞き取れなかった時の返答,悪いんだけど、もう一回言いますね
聞き取れなかった時の返答,今のなしでもう一回
聞き取れなかった時の返答,さっき電話した者ですけど、あ、聞き取れなかったです
聞き取れなかった時の返答,初めてなんですけど、ちょっと外がうるさいです
聞き取れなかった時の返答,今いいですか、ゆっくり言いますね
聞き取れなかった時の返答,初めてなんですけど、聞こえてますか？
聞き取れなかった時の返答,仕事終わりなんですけど、声小さいですか？
聞き取れなかった時の返答,あ、聞き取れなかったです
聞き取れなかった時の返答,さっき電話した者ですけど、聞こえてますか？
聞き取れなかった時の返答,すいません、すみません電波悪いです
聞き取れなかった時の返答,電波悪いかもですけど、すみません電波悪いです
聞き取れなかった時の返答,田中じゃなくて鈴木です
聞き取れなかった時の返答,さっき電話した者ですけど、もう一回言いますね
聞き取れなかった時の返答,えっと、すみません電波悪いです
聞き取れなかった時の返答,すみません噛みました
聞き取れなかった時の返答,ベテランの方です、指名の名前です
聞き取れなかった時の返答,ちょっと酔ってるんだけど、あ、聞き取れなかったです
聞き取れなかった時の返答,えっと、聞こえてますか？
聞き取れなかった時の返答,お兄さん、もう一回言いますね
聞き取れなかった時の返答,登録してる番号の下4桁だけもう一回言います
聞き取れなかった時の返答,080です
聞き取れなかった時の返答,すいません、ちょっと外がうるさいです
聞き取れなかった時の返答,今いいですか、ちょっと外がうるさいです
聞き取れなかった時の返答,住所の話です
聞き取れなかった時の返答,急でごめん、ちょっと外がうるさいです
聞き取れなかった時の返答,おすすめのコースです、コースはおすすめのコース
聞き取れなかった時の返答,すいません、もう一回言いますね
聞き取れなかった時の返答,声小さいですか？
聞き取れなかった時の返答,伊藤です、もう一回言います
聞き取れなかった時の返答,えっと、名前は佐藤です
聞き取れなかった時の返答,もしもし、あ、聞き取れなかったです
聞き取れなかった時の返答,えーとですね、すみません電波悪いです
聞き取れなかった時の返答,悪いんだけど、聞こえてますか？
聞き取れなかった時の返答,202です、部屋番号です
聞き取れなかった時の返答,10分後って言いました
聞き取れなかった時の返答,下4桁4404の下4桁だけもう一回言います
聞き取れなかった時の返答,駅からの話です
聞き取れなかった時の返答,前にも行ったんですけど、もう一度お願いします
聞き取れなかった時の返答,短いやつです、コースは短いやつ
聞き取れなかった時の返答,電波悪いんかな
聞き取れなかった時の返答,飲んでてすみません、あ、聞き取れなかったです
聞き取れなかった時の返答,このあとです、このあとでお願いします
聞き取れなかった時の返答,前にも行ったんですけど、聞こえてますか？
聞き取れなかった時の返答,この番号です、聞こえますか
聞き取れなかった時の返答,23時です、23時でお願いします
聞き取れなかった時の返答,初めてなんですけど、もう一度お願いします
聞き取れなかった時の返答,今いいですか、あ、聞き取れなかったです
聞き取れなかった時の返答,鈴木じゃなくて鈴木です
聞き取れなかった時の返答,出先なんですけど、聞こえてますか？
聞き取れなかった時の返答,伊藤じゃなくて田中です
聞き取れなかった時の返答,すみません、ゆっくり言いますね
聞き取れなかった時の返答,話しやすい人です、指名の名前です
聞き取れなかった時の返答,あー、声小さいですか？
聞き取れなかった時の返答,101です、部屋番号です
聞き取れなかった時の返答,えっと、声小さいですか？
聞き取れなかった時の返答,電波悪いかもですけど、もう一度お願いします
聞き取れなかった時の返答,ちょっと、すみません電波悪いです
聞き取れなかった時の返答,070の番号の下4桁だけもう一回言います
聞き取れなかった時の返答,一番安いやつです、コースは一番安いやつ
聞き取れなかった時の返答,前田じゃなくて鈴木です
聞き取れなかった時の返答,もう一回だけ言っていいですか
聞き取れなかった時の返答,すいません、名前は佐藤です
聞き取れなかった時の返答,電波悪いかもですけど、声小さいですか？
聞き取れなかった時の返答,飲んでてすみません、ゆっくり言いますね
聞き取れなかった時の返答,すみません、聞こえてますか？
聞き取れなかった時の返答,普通のコースです、コースは普通のコース
聞き取れなかった時の返答,中村じゃなくて山田です
聞き取れなかった時の返答,出先なんですけど、あ、聞き取れなかったです
聞き取れなかった時の返答,夜です、夜でお願いします
聞き取れなかった時の返答,ちょっと酔ってるんだけど、ゆっくり言いますね
聞き取れなかった時の返答,初めてなんですけど、もう一回言いますね
聞き取れなかった時の返答,すみません、もう一度お願いします
聞き取れなかった時の返答,下4桁は4404です
聞き取れなかった時の返答,えーとですね、もう一回言いますね
聞き取れなかった時の返答,ちょっと酔ってるんだけど、声小さいですか？
聞き取れなかった時の返答,田中です、もう一回言います
聞き取れなかった時の返答,本町の話です
聞き取れなかった時の返答,仕事終わりなんですけど、もう一度お願いします
聞き取れなかった時の返答,あー、もう一回言いますね
聞き取れなかった時の返答,すみません、あ、聞き取れなかったです
聞き取れなかった時の返答,えーとですね、あ、聞き取れなかったです
聞き取れなかった時の返答,お兄さん、もう一度お願いします
聞き取れなかった時の返答,最寄りの話です
聞き取れなかった時の返答,予約です予約
聞き取れなかった時の返答,あの、あ、聞き取れなかったです
聞き取れなかった時の返答,高橋じゃなくて山田です
聞き取れなかった時の返答,あー、もう一度お願いします
聞き取れなかった時の返答,出先なんですけど、すみません電波悪いです
聞き取れなかった時の返答,出先なんですけど、ゆっくり言いますね
聞き取れなかった時の返答,少し後って言いました
聞き取れなかった時の返答,お兄さん、あ、聞き取れなかったです
聞き取れなかった時の返答,下4桁4404です、聞こえますか
聞き取れなかった時の返答,あー、ゆっくり言いますね
聞き取れなかった時の返答,急でごめん、もう一度お願いします
聞き取れなかった時の返答,明日の夜です、明日の夜でお願いします
聞き取れなかった時の返答,もう一回言いますね
聞き取れなかった時の返答,携帯の下4桁だけもう一回言います
聞き取れなかった時の返答,もしもし、ちょっと外がうるさいです
聞き取れなかった時の返答,070の番号です、聞こえますか
聞き取れなかった時の返答,新人さんです、指名の名前です
聞き取れなかった時の返答,週末です、週末でお願いします
聞き取れなかった時の返答,電波悪いかもですけど、聞こえてますか？
聞き取れなかった時の返答,地図の話です
聞き取れなかった時の返答,電波悪いかもですけど、ゆっくり言いますね
聞き取れなかった時の返答,聞こえとる？
聞き取れなかった時の返答,携帯です、聞こえますか
聞き取れなかった時の返答,道順の話です
聞き取れなかった時の返答,中村じゃなくて田中です
聞き取れなかった時の返答,飲んでてすみません、声小さいですか？
聞き取れなかった時の返答,あの、すみません電波悪いです
聞き取れなかった時の返答,田中じゃなくて佐藤です
聞き取れなかった時の返答,ちょっと酔ってるんだけど、ちょっと外がうるさいです
聞き取れなかった時の返答,ちょっと酔ってるんだけど、もう一回言いますね
聞き取れなかった時の返答,えっと、あ、聞き取れなかったです
聞き取れなかった時の返答,佐藤じゃなくて山田です
聞き取れなかった時の返答,ちょっと酔ってるんだけど、すみません電波悪いです
聞き取れなかった時の返答,お兄さん、ちょっと外がうるさいです
聞き取れなかった時の返答,もしもし、聞こえてますか？
聞き取れなかった時の返答,今の違います
聞き取れなかった時の返答,出先なんですけど、ちょっと外がうるさいです
聞き取れなかった時の返答,あー、あ、聞き取れなかったです
聞き取れなかった時の返答,えーとですね、聞こえてますか？
聞き取れなかった時の返答,ちょっと、もう一回言いますね
聞き取れなかった時の返答,深夜です、深夜でお願いします
聞き取れなかった時の返答,すみません、名前は佐藤です
聞き取れなかった時の返答,高橋じゃなくて田中です
聞き取れなかった時の返答,すみません、もう一回言いますね
聞き取れなかった時の返答,あの、ゆっくり言いますね
聞き取れなかった時の返答,90分です、コースは90分
聞き取れなかった時の返答,20分後って言いました
聞き取れなかった時の返答,仕事終わりなんですけど、ちょっと外がうるさいです
聞き取れなかった時の返答,落ち着いた人です、指名の名前です
聞き取れなかった時の返答,悪いんだけど、ちょっと外がうるさいです
聞き取れなかった時の返答,仕事終わりなんですけど、すみません電波悪いです
聞き取れなかった時の返答,登録してる番号です、聞こえますか
聞き取れなかった時の返答,葵さんです、指名の名前です
聞き取れなかった時の返答,急でごめん、すみません電波悪いです
聞き取れなかった時の返答,この番号の下4桁だけもう一回言います
聞き取れなかった時の返答,急でごめん、ゆっくり言いますね
聞き取れなかった時の返答,前にも行ったんですけど、すみません電波悪いです
聞き取れなかった時の返答,さっき電話した者ですけど、声小さいですか？
聞き取れなかった時の返答,すみません電波悪いです
聞き取れなかった時の返答,前にも行ったんですけど、ちょっと外がうるさいです
聞き取れなかった時の返答,鈴木です、もう一回言います
聞き取れなかった時の返答,えっと、もう一度お願いします
聞き取れなかった時の返答,出先なんですけど、もう一回言いますね
聞き取れなかった時の返答,あ、ごめん噛んだ
聞き取れなかった時の返答,お兄さん、ゆっくり言いますね
聞き取れなかった時の返答,お兄さん、声小さいですか？
聞き取れなかった時の返答,すみません、すみません電波悪いです
聞き取れなかった時の返答,すみません、ちょっと外がうるさいです
聞き取れなかった時の返答,出先なんですけど、もう一度お願いします
聞き取れなかった時の返答,前田です、もう一回言います
聞き取れなかった時の返答,ちょっと酔ってるんだけど、もう一度お願いします
聞き取れなかった時の返答,あー、すみません電波悪いです
聞き取れなかった時の返答,もしもし、ゆっくり言いますね
聞き取れなかった時の返答,さっき電話した者ですけど、すみません電波悪いです
聞き取れなかった時の返答,ちょっと、もう一度お願いします
聞き取れなかった時の返答,終電前です、終電前でお願いします
聞き取れなかった時の返答,120分です、コースは120分
聞き取れなかった時の返答,もしもし、すみません電波悪いです
聞き取れなかった時の返答,前田じゃなくて佐藤です
聞き取れなかった時の返答,玲奈さんです、指名の名前です
聞き取れなかった時の返答,あの、声小さいですか？
聞き取れなかった時の返答,こっちの声入ってます？
聞き取れなかった時の返答,あの、聞こえてますか？
聞き取れなかった時の返答,今いいですか、もう一回言いますね
聞き取れなかった時の返答,初めてなんですけど、ゆっくり言いますね
聞き取れなかった時の返答,仕事終わりです、仕事終わりでお願いします
聞き取れなかった時の返答,えっと、ゆっくり言いますね
聞き取れなかった時の返答,お兄さん、すみません電波悪いです
聞き取れなかった時の返答,山田です、もう一回言います
聞き取れなかった時の返答,お店の話です
聞き取れなかった時の返答,聞こえづらいですか
聞き取れなかった時の返答,悪いんだけど、ゆっくり言いますね
聞き取れなかった時の返答,もう一回言うわ
聞き取れなかった時の返答,悪いんだけど、声小さいですか？
聞き取れなかった時の返答,初めてなんですけど、すみません電波悪いです
聞き取れなかった時の返答,ちょっと、声小さいですか？
聞き取れなかった時の返答,あー、ちょっと外がうるさいです
聞き取れなかった時の返答,すいません、聞こえてますか？
聞き取れなかった時の返答,出先なんですけど、声小さいですか？
聞き取れなかった時の返答,あの、もう一回言いますね
聞き取れなかった時の返答,今日です、今日でお願いします
聞き取れなかった時の返答,19時です、19時でお願いします
聞き取れなかった時の返答,飲んでてすみません、すみません電波悪いです
聞き取れなかった時の返答,もしもし、もう一回言いますね
聞き取れなかった時の返答,ちょっと外がうるさいです
聞き取れなかった時の返答,えっと、もう一回言いますね
聞き取れなかった時の返答,ゆっくり言うで
聞き取れなかった時の返答,あの、ちょっと外がうるさいです
聞き取れなかった時の返答,飲んでてすみません、もう一回言いますね
聞き取れなかった時の返答,名前は佐藤です
聞き取れなかった時の返答,平日の夜です、平日の夜でお願いします
聞き取れなかった時の返答,ちょっと、聞こえてますか？
聞き取れなかった時の返答,いつもの部屋です、部屋番号です
